,id,entry name,protein_names,tissue_specificity
2842,Q9BYF1,ACE2_HUMAN,Angiotensin-converting enzyme 2 (EC 3.4.17.23) (Angiotensin-converting enzyme homolog) (ACEH) (Angiotensin-converting enzyme-related carboxypeptidase) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2],"TISSUE SPECIFICITY: Expressed in endothelial cells from small and large arteries, and in arterial smooth muscle cells (at protein level) (PubMed:15141377). Expressed in enterocytes of the small intestine, Leydig cells and Sertoli cells (at protein level) (PubMed:15141377). Expressed in the renal proximal tubule and the small intestine (at protein level) (PubMed:18424768). Expressed in heart, kidney, testis, and gastrointestinal system (at protein level) (PubMed:10924499, PubMed:10969042, PubMed:12459472, PubMed:15231706, PubMed:15671045, PubMed:32170560, PubMed:32715618). In lung, expressed at low levels in some alveolar type 2 cells, the expression seems to be individual-specific (at protein level) (PubMed:15141377, PubMed:32170560, PubMed:32425701, PubMed:32715618, PubMed:33432184). Expressed in nasal epithelial cells (at protein level) (PubMed:32333915, PubMed:33432184). Coexpressed with TMPRSS2 within some lung alveolar type 2 cells, ileal absorptive enterocytes, intestinal epithelial cells, cornea, gallbladder and nasal goblet secretory cells (PubMed:32327758, PubMed:32358202, PubMed:32413319). Coexpressed with TMPRSS4 within mature enterocytes (PubMed:32404436). {ECO:0000269|PubMed:10924499, ECO:0000269|PubMed:10969042, ECO:0000269|PubMed:12459472, ECO:0000269|PubMed:15141377, ECO:0000269|PubMed:15231706, ECO:0000269|PubMed:15671045, ECO:0000269|PubMed:18424768, ECO:0000269|PubMed:32170560, ECO:0000269|PubMed:32327758, ECO:0000269|PubMed:32333915, ECO:0000269|PubMed:32358202, ECO:0000269|PubMed:32404436, ECO:0000269|PubMed:32413319, ECO:0000269|PubMed:32425701, ECO:0000269|PubMed:32715618, ECO:0000269|PubMed:33432184}.; TISSUE SPECIFICITY: [Isoform 2]: Expressed in nasal and bronchial epithelial cells (at protein level). {ECO:0000269|PubMed:33432184}."
2843,Q9BYG5,PAR6B_HUMAN,Partitioning defective 6 homolog beta (PAR-6 beta) (PAR-6B),TISSUE SPECIFICITY: Expressed in pancreas and in both adult and fetal kidney. Weakly expressed in placenta and lung. Not expressed in other tissues.
2844,Q9BYK8,HELZ2_HUMAN,"3'-5' exoribonuclease HELZ2 (EC 3.1.13.1) (ATP-dependent RNA helicase PRIC285) (EC 3.6.4.13) (Helicase with zinc finger 2, transcriptional coactivator) (Helicase with zinc finger domain 2) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein)","TISSUE SPECIFICITY: Expressed in various tissues including heart, pancreas, skeletal muscle, colon, spleen, liver, kidney, lung, peripheral blood and placenta. {ECO:0000269|PubMed:16239304}."
2845,Q9BYV1,AGT2_HUMAN,"Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (EC 2.6.1.18) (D-3-aminoisobutyrate-pyruvate aminotransferase) (D-AIBAT) (D-beta-aminoisobutyrate-pyruvate aminotransferase)",TISSUE SPECIFICITY: Expressed in the convoluted tubule in the kidney and in the liver hepatocytes (at protein level). {ECO:0000269|PubMed:31818439}.
2846,Q9BYV2,TRI54_HUMAN,Tripartite motif-containing protein 54 (Muscle-specific RING finger protein) (MuRF) (Muscle-specific RING finger protein 3) (MuRF-3) (MuRF3) (RING finger protein 30),TISSUE SPECIFICITY: Specifically expressed in heart and skeletal muscle. {ECO:0000269|PubMed:11243782}.
2847,Q9BYV8,CEP41_HUMAN,Centrosomal protein of 41 kDa (Cep41) (Testis-specific gene A14 protein),TISSUE SPECIFICITY: [Isoform 1]: Expressed in testis and fetal tissues. {ECO:0000269|PubMed:12034494}.; TISSUE SPECIFICITY: [Isoform 3]: Expressed in testis and fetal tissues. {ECO:0000269|PubMed:12034494}.
2848,Q9BYX2,TBD2A_HUMAN,TBC1 domain family member 2A (Armus) (Prostate antigen recognized and identified by SEREX 1) (PARIS-1),"TISSUE SPECIFICITY: Expressed in a broad range of tissues, especially in kidney, liver, lung and placenta. Also expressed in keratinocytes and epithelia-containing organs. Isoform 2 is differentially expressed in prostate normal and cancer cells (at protein level). {ECO:0000269|PubMed:11785977, ECO:0000269|PubMed:20116244}."
2849,Q9BYX7,ACTBM_HUMAN,Putative beta-actin-like protein 3 (Kappa-actin) (POTE ankyrin domain family member K),TISSUE SPECIFICITY: Expressed in some hepatocellular carcinomas. {ECO:0000269|PubMed:16824795}.
2850,Q9BYZ2,LDH6B_HUMAN,L-lactate dehydrogenase A-like 6B (EC 1.1.1.27),TISSUE SPECIFICITY: Testis specific.
2851,Q9BZ71,PITM3_HUMAN,"Membrane-associated phosphatidylinositol transfer protein 3 (Phosphatidylinositol transfer protein, membrane-associated 3) (PITPnm 3) (Pyk2 N-terminal domain-interacting receptor 1) (NIR-1)","TISSUE SPECIFICITY: Detected in brain and spleen, and at low levels in ovary. {ECO:0000269|PubMed:10022914}."
2852,Q9BZE4,GTPB4_HUMAN,GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1),
2853,Q9BZF3,OSBL6_HUMAN,Oxysterol-binding protein-related protein 6 (ORP-6) (OSBP-related protein 6),TISSUE SPECIFICITY: Expressed in brain and striated muscle (at protein level) (PubMed:14593528). Widely expressed (PubMed:11735225). Expressed in skeletal muscle (PubMed:14593528).
2854,Q9BZL1,UBL5_HUMAN,Ubiquitin-like protein 5,"TISSUE SPECIFICITY: Ubiquitous. Highest level of expression in heart, skeletal muscle, kidney, liver, iris and lymphoblasts. {ECO:0000269|PubMed:11161819}."
2855,Q9BZL6,KPCD2_HUMAN,Serine/threonine-protein kinase D2 (EC 2.7.11.13) (nPKC-D2),TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:11062248}.
2856,Q9BZQ2,SHP1L_HUMAN,Testicular spindle-associated protein SHCBP1L (SHC SH2 domain-binding protein 1-like protein),"TISSUE SPECIFICITY: Expressed in spermatocytes and elongating spermatids inside the seminiferous tubules (at protein level) (PubMed:24557841). Testis-specific (PubMed:11318611, PubMed:24557841). {ECO:0000269|PubMed:11318611, ECO:0000269|PubMed:24557841}."
2857,Q9BZQ6,EDEM3_HUMAN,"ER degradation-enhancing alpha-mannosidase-like protein 3 (EC 3.2.1.113) (Alpha-1,2-mannosidase EDEM3)",
2858,Q9BZQ8,NIBA1_HUMAN,Protein Niban 1 (Cell growth-inhibiting gene 39 protein) (Protein FAM129A),"TISSUE SPECIFICITY: Expressed in various types of thyroid tumor such as papillary thyroid carcinomas and oxyphilic thyroid tumors but not in normal thyroid tissue (at protein level). Strongly expressed in heart, skeletal muscle, pancreas, white blood cells and prostate with moderate expression in colon and spleen. Expressed in renal carcinoma cells but not in normal kidney. {ECO:0000269|PubMed:11011112, ECO:0000269|PubMed:16949643}."
2859,Q9BZZ2,SN_HUMAN,Sialoadhesin (Sialic acid-binding Ig-like lectin 1) (Siglec-1) (CD antigen CD169),"TISSUE SPECIFICITY: Expressed by macrophages in various tissues. High levels are found in spleen, lymph node, perivascular macrophages in brain and lower levels in bone marrow, liver Kupffer cells and lamina propria of colon and lung. Also expressed by inflammatory macrophages in rheumatoid arthritis."
2860,Q9C000,NLRP1_HUMAN,"NACHT, LRR and PYD domains-containing protein 1 (EC 3.4.-.-) (EC 3.6.4.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]","TISSUE SPECIFICITY: Widely expressed (PubMed:11113115, PubMed:17164409). Abundantly expressed in primary immune cells (isoform 1 and isoform 2), including in neutrophils, monocytes/macrophages, dendritic cells (mostly Langerhans cells), and B- and T-lymphocytes (at protein level) (PubMed:15285719, PubMed:17164409). Strongly expressed in epithelial cells lining the glandular epithelium, such as that of the gastrointestinal tract (stomach, small intestine, colon), the respiratory tract (trachea and bronchi), and the endometrial and endocervical glands, gallbladder, prostate, and breast (at protein level). In testis, expressed in spermatogonia and primary spermatocytes, but not in Sertoli cells (at protein level). In the brain, expressed in neurons, in particular in pyramidal ones and in oligodendrocytes, but not detected in microglia (at protein level) (PubMed:17164409). Expressed in adult and fetal ocular tissues, including in adult and 24-week old fetal choroid, sclera, cornea, and optic nerve, as well as in adult retina and fetal retina/retinal pigment epithelium (PubMed:23349227). Highly expressed in the skin throughout the epidermis and in dermal fibroblasts, in both glabrous skin and plantar skin. It is detected in keratinocytes, but not in melanocytes. Expressed in epidermal appendages such as hair follicles (PubMed:27662089). {ECO:0000269|PubMed:11113115, ECO:0000269|PubMed:15285719, ECO:0000269|PubMed:17164409, ECO:0000269|PubMed:23349227, ECO:0000269|PubMed:27662089}."
2861,Q9C005,DPY30_HUMAN,Protein dpy-30 homolog (Dpy-30-like protein) (Dpy-30L),
2862,Q9C075,K1C23_HUMAN,"Keratin, type I cytoskeletal 23 (Cytokeratin-23) (CK-23) (Keratin-23) (K23)",
2863,Q9C0B5,ZDHC5_HUMAN,Palmitoyltransferase ZDHHC5 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 5) (DHHC-5) (Zinc finger protein 375),
2864,Q9C0C2,TB182_HUMAN,182 kDa tankyrase-1-binding protein,"TISSUE SPECIFICITY: Detected in testis, ovary, lung, skeletal muscle, heart, prostate and pancreas, and at very low levels in brain and peripheral blood leukocytes."
2865,Q9C0D5,TANC1_HUMAN,"Protein TANC1 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 1)",
2866,Q9C0E8,LNP_HUMAN,Endoplasmic reticulum junction formation protein lunapark (ER junction formation factor lunapark),"TISSUE SPECIFICITY: Expressed in neural precursor cells, where it is detected at the growth-cone-like structure and branching sites of neurite-like processes. {ECO:0000269|PubMed:30032983}."
2867,Q9C0G6,DYH6_HUMAN,Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6),"TISSUE SPECIFICITY: Expressed in several tissues, including brain, pituitary, testis and trachea, with highest levels in testis. {ECO:0000269|PubMed:11175280, ECO:0000269|PubMed:28206990}."
2868,Q9C0H6,KLHL4_HUMAN,Kelch-like protein 4,"TISSUE SPECIFICITY: Expressed in adult fibroblasts and in a range of fetal tissues including tongue, palate, and mandible."
2869,Q9C0I1,MTMRC_HUMAN,Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12) (Phosphatidylinositol 3 phosphate 3-phosphatase adapter subunit) (3-PAP) (3-phosphatase adapter protein),"TISSUE SPECIFICITY: Expressed in skeletal muscles (at protein level) (PubMed:23818870). Ubiquitous with prominent expression in brain, heart, kidney, placenta, and lung (PubMed:11504939). {ECO:0000269|PubMed:11504939, ECO:0000269|PubMed:23818870}."
2870,Q9C0J8,WDR33_HUMAN,pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa),TISSUE SPECIFICITY: Most highly expressed in testis. {ECO:0000269|PubMed:11162572}.
2871,Q9GZL7,WDR12_HUMAN,Ribosome biogenesis protein WDR12 (WD repeat-containing protein 12),
2872,Q9GZN8,ADSSP_HUMAN,Adipose-secreted signaling protein,
2873,Q9GZP0,PDGFD_HUMAN,"Platelet-derived growth factor D (PDGF-D) (Iris-expressed growth factor) (Spinal cord-derived growth factor B) (SCDGF-B) [Cleaved into: Platelet-derived growth factor D, latent form (PDGFD latent form); Platelet-derived growth factor D, receptor-binding form (PDGFD receptor-binding form)]","TISSUE SPECIFICITY: Expressed at high levels in the heart, pancreas, adrenal gland and ovary and at low levels in placenta, liver, kidney, prostate, testis, small intestine, spleen and colon. In the kidney, expressed by the visceral epithelial cells of the glomeruli. A widespread expression is also seen in the medial smooth muscle cells of arteries and arterioles, as well as in smooth muscle cells of vasa rectae in the medullary area. Expressed in the adventitial connective tissue surrounding the suprarenal artery. In chronic obstructive nephropathy, a persistent expression is seen in glomerular visceral epithelial cells and vascular smooth muscle cells, as well as de novo expression by periglomerular interstitial cells and by some neointimal cells of atherosclerotic vessels. Expression in normal prostate is seen preferentially in the mesenchyme of the gland while expression is increased and more profuse in prostate carcinoma. Expressed in many ovarian, lung, renal and brain cancer-derived cell lines. {ECO:0000269|PubMed:11331881, ECO:0000269|PubMed:11331882, ECO:0000269|PubMed:11342471, ECO:0000269|PubMed:11980634, ECO:0000269|PubMed:12427128, ECO:0000269|PubMed:14514732, ECO:0000269|PubMed:15988036}."
2874,Q9GZS1,RPA49_HUMAN,DNA-directed RNA polymerase I subunit RPA49 (RNA polymerase I subunit A49) (DNA-directed RNA polymerase I subunit E) (RNA polymerase I-associated factor 1) (RNA polymerase I-associated factor 53),
2875,Q9GZV7,HPLN2_HUMAN,Hyaluronan and proteoglycan link protein 2 (Brain link protein 1),TISSUE SPECIFICITY: Expressed only in adult brain. {ECO:0000269|PubMed:11027579}.
2876,Q9H008,LHPP_HUMAN,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (hLHPP) (EC 3.1.3.-) (EC 3.6.1.1),"TISSUE SPECIFICITY: Expressed in brain, and at lower levels in liver and kidney. Detected in thyroid (at protein level). Expressed in liver, kidney and moderately in brain. {ECO:0000269|PubMed:12801912, ECO:0000269|PubMed:16430861}."
2877,Q9H061,T126A_HUMAN,Transmembrane protein 126A,"TISSUE SPECIFICITY: Strongly expressed in brain, cerebellum, skeletal muscle, testis. High expression also found in fetal brain, fetal retinal pigmentary epithelium, and fetal retina. Highly expressed in retinal ganglion cells. {ECO:0000269|PubMed:19327736, ECO:0000269|PubMed:23500070}."
2878,Q9H081,MIS12_HUMAN,Protein MIS12 homolog,
2879,Q9H0C2,ADT4_HUMAN,"ADP/ATP translocase 4 (ADP,ATP carrier protein 4) (Adenine nucleotide translocator 4) (ANT 4) (Solute carrier family 25 member 31) (Sperm flagellar energy carrier protein)","TISSUE SPECIFICITY: Expressed in brain, liver, sperm and testis (PubMed:15670820, PubMed:17137571). In testis, expressed at higher level in spermatocytes, while it is expressed at lower level in spermatogonial cells (PubMed:17681941). Expressed in erythrocytes (at protein level) (PubMed:27641616). {ECO:0000269|PubMed:15670820, ECO:0000269|PubMed:17137571, ECO:0000269|PubMed:17681941, ECO:0000269|PubMed:27641616}."
2880,Q9H0D6,XRN2_HUMAN,5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein),"TISSUE SPECIFICITY: Expressed in the spleen, thymus, prostate, testis, ovary, small intestine, colon, peripheral blood leukocytes, heart, brain, placenta, lung, liver, skeletal muscle, kidney, and pancreas. Isoform 2 is expressed predominantly in peripheral blood leukocytes. {ECO:0000269|PubMed:10409438, ECO:0000269|PubMed:16147866}."
2881,Q9H0I9,TKTL2_HUMAN,Transketolase-like protein 2 (EC 2.2.1.1),TISSUE SPECIFICITY: Overexpressed in hepatoma cancer cells. {ECO:0000269|PubMed:17321041}.
2882,Q9H0J9,PAR12_HUMAN,Protein mono-ADP-ribosyltransferase PARP12 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 12) (ARTD12) (Poly [ADP-ribose] polymerase 12) (PARP-12) (Zinc finger CCCH domain-containing protein 1),
2883,Q9H0M0,WWP1_HUMAN,NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (Atrophin-1-interacting protein 5) (AIP5) (HECT-type E3 ubiquitin transferase WWP1) (TGIF-interacting ubiquitin ligase 1) (Tiul1) (WW domain-containing protein 1),"TISSUE SPECIFICITY: Detected in heart, placenta, pancreas, kidney, liver, skeletal muscle, bone marrow, fetal brain, and at much lower levels in adult brain and lung. Isoform 1 and isoform 5 predominate in all tissues tested, except in testis and bone marrow, where isoform 5 is expressed at much higher levels than isoform 1. {ECO:0000269|PubMed:11779188, ECO:0000269|PubMed:9647693}."
2884,Q9H0Q0,CYRIA_HUMAN,CYFIP-related Rac1 interactor A (Protein CYRIA),
2885,Q9H0Q3,FXYD6_HUMAN,FXYD domain-containing ion transport regulator 6 (Phosphohippolin),
2886,Q9H0R4,HDHD2_HUMAN,Haloacid dehalogenase-like hydrolase domain-containing protein 2,
2887,Q9H0W8,SMG9_HUMAN,Nonsense-mediated mRNA decay factor SMG9,
2888,Q9H0X9,OSBL5_HUMAN,Oxysterol-binding protein-related protein 5 (ORP-5) (OSBP-related protein 5) (Oxysterol-binding protein homolog 1),"TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:12504849, ECO:0000269|PubMed:21220512}."
2889,Q9H116,GZF1_HUMAN,GDNF-inducible zinc finger protein 1 (Zinc finger and BTB domain-containing protein 23) (Zinc finger protein 336),"TISSUE SPECIFICITY: Expressed in adult brain, heart, skeletal muscle, kidney and liver. Also detected in fetal brain and kidney, and at lower levels in fetal lung and liver. {ECO:0000269|PubMed:14522971}."
2890,Q9H190,SDCB2_HUMAN,Syntenin-2 (Similar to TACIP18) (SITAC) (Syndecan-binding protein 2),"TISSUE SPECIFICITY: Preferentially expressed in cells of the digestive tract (PubMed:11102519). Low expression in skeletal muscle and kidney (PubMed:11102519). Detected in differentiated keratinocytes of normal and malignant epithelium (PubMed:22623796). In healthy skin, expression is localized in suprabasal epidermal layers (PubMed:22623796). {ECO:0000269|PubMed:11102519, ECO:0000269|PubMed:22623796}."
2891,Q9H1B7,I2BPL_HUMAN,Probable E3 ubiquitin-protein ligase IRF2BPL (EC 2.3.2.27) (Enhanced at puberty protein 1) (Interferon regulatory factor 2-binding protein-like),"TISSUE SPECIFICITY: Highly expressed in the heart, moderately in skeletal muscle and pancreas, and weakly in brain, kidney, liver, testis, thyroid gland and lymphocytes. {ECO:0000269|PubMed:11095982}."
2892,Q9H1C4,UN93B_HUMAN,Protein unc-93 homolog B1 (Unc-93B1) (hUNC93B1),"TISSUE SPECIFICITY: Expressed in plasmocytoid dendritic cells (at protein level). Highly expressed in antigen-presenting cells. Expressed in heart, and at lower level in kidney. Expressed at low level in other tissues. {ECO:0000269|PubMed:11867227, ECO:0000269|PubMed:18082565, ECO:0000269|PubMed:21642595}."
2893,Q9H1E3,NUCKS_HUMAN,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1),"TISSUE SPECIFICITY: Widely expressed, with highest levels in thyroid gland, prostate and uterus and in fetal liver, thymus and lung. {ECO:0000269|PubMed:15381070}."
2894,Q9H1E5,TMX4_HUMAN,Thioredoxin-related transmembrane protein 4 (Thioredoxin domain-containing protein 13),
2895,Q9H1I8,ASCC2_HUMAN,Activating signal cointegrator 1 complex subunit 2 (ASC-1 complex subunit p100) (Trip4 complex subunit p100),TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:12077347}.
2896,Q9H1K0,RBNS5_HUMAN,Rabenosyn-5 (110 kDa protein) (FYVE finger-containing Rab5 effector protein rabenosyn-5) (RAB effector RBSN) (Zinc finger FYVE domain-containing protein 20),
2897,Q9H1X1,RSPH9_HUMAN,Radial spoke head protein 9 homolog,
2898,Q9H1Z4,WDR13_HUMAN,WD repeat-containing protein 13,TISSUE SPECIFICITY: Widely expressed.
